Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Harry remains at his house ,  Privet , living with his Muggle aunt , uncle and cousin and severely cut off from the rest of the wizarding world .","['Harry', 'house', 'aunt', 'uncle', 'cousin', 'rest', 'world']","['Harry:remains', 'house:remains', 'aunt:living', 'uncle:living', 'cousin:living', 'rest:cut', 'world:rest']",[],[],-0.6249,"[(('remains', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('remains', 'VBZ'), 'nmod', ('house', 'NN')), (('house', 'NN'), 'case', ('at', 'IN')), (('house', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('house', 'NN'), 'appos', ('Privet', 'NNP')), (('remains', 'VBZ'), 'xcomp', ('living', 'VBG')), (('living', 'VBG'), 'nmod', ('aunt', 'NN')), (('aunt', 'NN'), 'case', ('with', 'IN')), (('aunt', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('aunt', 'NN'), 'amod', ('Muggle', 'JJ')), (('aunt', 'NN'), 'conj', ('uncle', 'NN')), (('aunt', 'NN'), 'cc', ('and', 'CC')), (('aunt', 'NN'), 'conj', ('cousin', 'NN')), (('remains', 'VBZ'), 'cc', ('and', 'CC')), (('remains', 'VBZ'), 'conj', ('cut', 'VBD')), (('cut', 'VBD'), 'advmod', ('severely', 'RB')), (('cut', 'VBD'), 'compound:prt', ('off', 'RP')), (('cut', 'VBD'), 'nmod', ('rest', 'NN')), (('rest', 'NN'), 'case', ('from', 'IN')), (('rest', 'NN'), 'det', ('the', 'DT')), (('rest', 'NN'), 'nmod', ('world', 'NN')), (('world', 'NN'), 'case', ('of', 'IN')), (('world', 'NN'), 'det', ('the', 'DT')), (('world', 'NN'), 'amod', ('wizarding', 'VBG'))]"
"The neighbourhood is suffering from an exhausting heat wave and due to this , Harry spends the majority of his summer out of the house , going on walks and trying to avoid his aunt and uncle as much as possible because the paranoid pair wo n't stop badgering him over his interest in the news .","['neighbourhood', 'wave', 'Harry', 'summer', 'house', 'walks', 'pair', 'interest', 'news']","['neighbourhood:suffering', 'wave:suffering', 'Harry:spends', 'summer:majority', 'house:summer', 'walks:going', 'pair:stop', 'interest:badgering', 'news:interest']","['majority', 'aunt', 'uncle', 'him']","['majority:spends', 'aunt:avoid', 'uncle:avoid', 'him:badgering']",-0.601,"[(('spends', 'VBZ'), 'ccomp', ('suffering', 'VBG')), (('suffering', 'VBG'), 'nsubj', ('neighbourhood', 'NN')), (('neighbourhood', 'NN'), 'det', ('The', 'DT')), (('suffering', 'VBG'), 'cop', ('is', 'VBZ')), (('suffering', 'VBG'), 'nmod', ('wave', 'NN')), (('wave', 'NN'), 'case', ('from', 'IN')), (('wave', 'NN'), 'det', ('an', 'DT')), (('wave', 'NN'), 'amod', ('exhausting', 'JJ')), (('wave', 'NN'), 'compound', ('heat', 'NN')), (('suffering', 'VBG'), 'cc', ('and', 'CC')), (('suffering', 'VBG'), 'conj', ('due', 'JJ')), (('due', 'JJ'), 'nmod', ('this', 'DT')), (('this', 'DT'), 'case', ('to', 'TO')), (('spends', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('spends', 'VBZ'), 'dobj', ('majority', 'NN')), (('majority', 'NN'), 'det', ('the', 'DT')), (('majority', 'NN'), 'nmod', ('summer', 'NN')), (('summer', 'NN'), 'case', ('of', 'IN')), (('summer', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('summer', 'NN'), 'nmod', ('house', 'NN')), (('house', 'NN'), 'advmod', ('out', 'RB')), (('house', 'NN'), 'case', ('of', 'IN')), (('house', 'NN'), 'det', ('the', 'DT')), (('spends', 'VBZ'), 'dep', ('going', 'VBG')), (('going', 'VBG'), 'nmod', ('walks', 'NNP')), (('walks', 'NNP'), 'case', ('on', 'IN')), (('going', 'VBG'), 'cc', ('and', 'CC')), (('going', 'VBG'), 'conj', ('trying', 'VBG')), (('trying', 'VBG'), 'xcomp', ('avoid', 'VB')), (('avoid', 'VB'), 'mark', ('to', 'TO')), (('avoid', 'VB'), 'dobj', ('aunt', 'NN')), (('aunt', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('aunt', 'NN'), 'cc', ('and', 'CC')), (('aunt', 'NN'), 'conj', ('uncle', 'NN')), (('avoid', 'VB'), 'advcl', ('possible', 'JJ')), (('possible', 'JJ'), 'case', ('as', 'IN')), (('possible', 'JJ'), 'advmod', ('much', 'RB')), (('possible', 'JJ'), 'advmod', ('as', 'RB')), (('possible', 'JJ'), 'ccomp', ('stop', 'VB')), (('stop', 'VB'), 'mark', ('because', 'IN')), (('stop', 'VB'), 'nsubj', ('pair', 'NN')), (('pair', 'NN'), 'det', ('the', 'DT')), (('pair', 'NN'), 'amod', ('paranoid', 'JJ')), (('stop', 'VB'), 'aux', ('wo', 'MD')), (('stop', 'VB'), 'neg', (""n't"", 'RB')), (('stop', 'VB'), 'xcomp', ('badgering', 'VBG')), (('badgering', 'VBG'), 'dobj', ('him', 'PRP')), (('badgering', 'VBG'), 'nmod', ('interest', 'NN')), (('interest', 'NN'), 'case', ('over', 'IN')), (('interest', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('interest', 'NN'), 'nmod', ('news', 'NN')), (('news', 'NN'), 'case', ('in', 'IN')), (('news', 'NN'), 'det', ('the', 'DT'))]"
"He is constantly rummaging through bins for old newspapers , searching for front-page news about the return of Tom in the Daily Prophet .","['He', 'bins', 'newspapers', 'news', 'return', 'Tom', 'Prophet']","['He:rummaging', 'bins:rummaging', 'newspapers:bins', 'news:searching', 'return:news', 'Tom:return', 'Prophet:searching']",[],[],0.0,"[(('rummaging', 'VBG'), 'nsubj', ('He', 'PRP')), (('rummaging', 'VBG'), 'aux', ('is', 'VBZ')), (('rummaging', 'VBG'), 'advmod', ('constantly', 'RB')), (('rummaging', 'VBG'), 'nmod', ('bins', 'NNS')), (('bins', 'NNS'), 'case', ('through', 'IN')), (('bins', 'NNS'), 'nmod', ('newspapers', 'NNS')), (('newspapers', 'NNS'), 'case', ('for', 'IN')), (('newspapers', 'NNS'), 'amod', ('old', 'JJ')), (('rummaging', 'VBG'), 'advcl', ('searching', 'VBG')), (('searching', 'VBG'), 'nmod', ('news', 'NN')), (('news', 'NN'), 'case', ('for', 'IN')), (('news', 'NN'), 'amod', ('front-page', 'JJ')), (('news', 'NN'), 'nmod', ('return', 'NN')), (('return', 'NN'), 'case', ('about', 'IN')), (('return', 'NN'), 'det', ('the', 'DT')), (('return', 'NN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('of', 'IN')), (('searching', 'VBG'), 'nmod', ('Prophet', 'NN')), (('Prophet', 'NN'), 'case', ('in', 'IN')), (('Prophet', 'NN'), 'det', ('the', 'DT')), (('Prophet', 'NN'), 'amod', ('Daily', 'JJ'))]"
"However , nothing unusual is reported , so Harry assumes that the Minister for Magic , Cornelius is still as oblivious and in denial of Tom 's return as he was before .","['Harry', 'Minister', 'Cornelius', 'return', 'he']","['Harry:assumes', 'Minister:oblivious', 'Cornelius:Minister', 'return:denial', 'he:was']",['nothing'],['nothing:reported'],0.0,"[(('reported', 'VBN'), 'advmod', ('However', 'RB')), (('reported', 'VBN'), 'nsubjpass', ('nothing', 'NN')), (('nothing', 'NN'), 'amod', ('unusual', 'JJ')), (('reported', 'VBN'), 'auxpass', ('is', 'VBZ')), (('reported', 'VBN'), 'advcl', ('assumes', 'VBZ')), (('assumes', 'VBZ'), 'mark', ('so', 'IN')), (('assumes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('assumes', 'VBZ'), 'ccomp', ('oblivious', 'JJ')), (('oblivious', 'JJ'), 'mark', ('that', 'IN')), (('oblivious', 'JJ'), 'nsubj', ('Minister', 'NNP')), (('Minister', 'NNP'), 'det', ('the', 'DT')), (('Minister', 'NNP'), 'nmod', ('Cornelius', 'NNP')), (('Cornelius', 'NNP'), 'case', ('for', 'IN')), (('Cornelius', 'NNP'), 'compound', ('Magic', 'NNP')), (('oblivious', 'JJ'), 'cop', ('is', 'VBZ')), (('oblivious', 'JJ'), 'advmod', ('still', 'RB')), (('oblivious', 'JJ'), 'advmod', ('as', 'RB')), (('reported', 'VBN'), 'cc', ('and', 'CC')), (('reported', 'VBN'), 'conj', ('denial', 'NN')), (('denial', 'NN'), 'case', ('in', 'IN')), (('denial', 'NN'), 'nmod', ('return', 'NN')), (('return', 'NN'), 'case', ('of', 'IN')), (('return', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('denial', 'NN'), 'advcl', ('was', 'VBD')), (('was', 'VBD'), 'mark', ('as', 'IN')), (('was', 'VBD'), 'nsubj', ('he', 'PRP')), (('was', 'VBD'), 'advmod', ('before', 'RB'))]"
"After running into his cousin , Dudley and his street gang on a walk , Harry confronts Dudley after his gang leaves which turns into an argument , where Dudley mocks Harry about Cedric 's death , having heard Harry use that name in his sleep .","['cousin', 'Dudley', 'gang', 'walk', 'Harry', 'leaves', 'argument', 'Dudley', 'death', 'Harry', 'sleep']","['cousin:running', 'Dudley:running', 'gang:running', 'walk:running', 'Harry:confronts', 'leaves:Dudley', 'argument:turns', 'Dudley:mocks', 'death:Harry', 'Harry:use', 'sleep:use']","['Dudley', 'Harry', 'name']","['Dudley:confronts', 'Harry:mocks', 'name:use']",-0.8834,"[(('confronts', 'VBZ'), 'advcl', ('running', 'VBG')), (('running', 'VBG'), 'mark', ('After', 'IN')), (('running', 'VBG'), 'nmod', ('cousin', 'NN')), (('cousin', 'NN'), 'case', ('into', 'IN')), (('cousin', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('cousin', 'NN'), 'conj', ('Dudley', 'NNP')), (('cousin', 'NN'), 'cc', ('and', 'CC')), (('cousin', 'NN'), 'conj', ('gang', 'NN')), (('gang', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('gang', 'NN'), 'compound', ('street', 'NN')), (('running', 'VBG'), 'nmod', ('walk', 'NN')), (('walk', 'NN'), 'case', ('on', 'IN')), (('walk', 'NN'), 'det', ('a', 'DT')), (('confronts', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('confronts', 'VBZ'), 'dobj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'nmod', ('leaves', 'NNS')), (('leaves', 'NNS'), 'case', ('after', 'IN')), (('leaves', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('leaves', 'NNS'), 'compound', ('gang', 'NN')), (('Dudley', 'NNP'), 'acl:relcl', ('turns', 'VBZ')), (('turns', 'VBZ'), 'nsubj', ('which', 'WDT')), (('turns', 'VBZ'), 'nmod', ('argument', 'NN')), (('argument', 'NN'), 'case', ('into', 'IN')), (('argument', 'NN'), 'det', ('an', 'DT')), (('argument', 'NN'), 'acl:relcl', ('mocks', 'VBZ')), (('mocks', 'VBZ'), 'advmod', ('where', 'WRB')), (('mocks', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('mocks', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('death', 'NN')), (('death', 'NN'), 'case', ('about', 'IN')), (('death', 'NN'), 'nmod:poss', ('Cedric', 'NNP')), (('Cedric', 'NNP'), 'case', (""'s"", 'POS')), (('mocks', 'VBZ'), 'advcl', ('heard', 'VBN')), (('heard', 'VBN'), 'aux', ('having', 'VBG')), (('heard', 'VBN'), 'ccomp', ('use', 'VB')), (('use', 'VB'), 'nsubj', ('Harry', 'NNP')), (('use', 'VB'), 'dobj', ('name', 'NN')), (('name', 'NN'), 'det', ('that', 'DT')), (('use', 'VB'), 'nmod', ('sleep', 'NN')), (('sleep', 'NN'), 'case', ('in', 'IN')), (('sleep', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
Harry immediately denies it and when Harry takes out his wand and pretends to curse Dudley with it ; a cold chill comes onto the duo and Harry and Dudley are then attacked by Dementors .,"['Harry', 'Dudley', 'Harry', 'Dudley', 'it', 'chill', 'duo', 'Dementors']","['Harry:denies', 'Dudley:denies', 'Harry:takes', 'Dudley:takes', 'it:Dudley', 'chill:comes', 'duo:comes', 'Dementors:attacked']","['it', 'wand', 'Dudley', 'Harry', 'Dudley']","['it:denies', 'wand:takes', 'Dudley:curse', 'Harry:attacked', 'Dudley:attacked']",-0.8658,"[(('denies', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('denies', 'VBZ'), 'advmod', ('immediately', 'RB')), (('denies', 'VBZ'), 'dobj', ('it', 'PRP')), (('denies', 'VBZ'), 'cc', ('and', 'CC')), (('denies', 'VBZ'), 'conj', ('takes', 'VBZ')), (('takes', 'VBZ'), 'advmod', ('when', 'WRB')), (('takes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('takes', 'VBZ'), 'compound:prt', ('out', 'RP')), (('takes', 'VBZ'), 'dobj', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('takes', 'VBZ'), 'cc', ('and', 'CC')), (('takes', 'VBZ'), 'conj', ('pretends', 'VBZ')), (('pretends', 'VBZ'), 'xcomp', ('curse', 'VB')), (('curse', 'VB'), 'mark', ('to', 'TO')), (('curse', 'VB'), 'dobj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('with', 'IN')), (('denies', 'VBZ'), 'parataxis', ('comes', 'VBZ')), (('comes', 'VBZ'), 'nsubj', ('chill', 'NN')), (('chill', 'NN'), 'det', ('a', 'DT')), (('chill', 'NN'), 'amod', ('cold', 'JJ')), (('comes', 'VBZ'), 'nmod', ('duo', 'NN')), (('duo', 'NN'), 'case', ('onto', 'IN')), (('duo', 'NN'), 'det', ('the', 'DT')), (('comes', 'VBZ'), 'cc', ('and', 'CC')), (('comes', 'VBZ'), 'conj', ('attacked', 'VBN')), (('attacked', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Dudley', 'NNP')), (('attacked', 'VBN'), 'auxpass', ('are', 'VBP')), (('attacked', 'VBN'), 'advmod', ('then', 'RB')), (('attacked', 'VBN'), 'nmod', ('Dementors', 'NNP')), (('Dementors', 'NNP'), 'case', ('by', 'IN'))]"
"Harry attempts the Patronus Charm three times and is successful on the last try , and is surprised to find Arabella , his old , cat-loving neighbour , storming up the road towards the two teenagers .","['Harry', 'try', 'Arabella', 'teenagers']","['Harry:attempts', 'try:successful', 'Arabella:storming', 'teenagers:road']","['times', 'road']","['times:attempts', 'road:storming']",0.8126,"[(('attempts', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('attempts', 'VBZ'), 'dobj', ('times', 'NNS')), (('times', 'NNS'), 'det', ('the', 'DT')), (('times', 'NNS'), 'compound', ('Patronus', 'NNP')), (('times', 'NNS'), 'compound', ('Charm', 'NNP')), (('times', 'NNS'), 'nummod', ('three', 'CD')), (('attempts', 'VBZ'), 'cc', ('and', 'CC')), (('attempts', 'VBZ'), 'conj', ('successful', 'JJ')), (('successful', 'JJ'), 'cop', ('is', 'VBZ')), (('successful', 'JJ'), 'nmod', ('try', 'NN')), (('try', 'NN'), 'case', ('on', 'IN')), (('try', 'NN'), 'det', ('the', 'DT')), (('try', 'NN'), 'amod', ('last', 'JJ')), (('attempts', 'VBZ'), 'cc', ('and', 'CC')), (('attempts', 'VBZ'), 'conj', ('surprised', 'JJ')), (('surprised', 'JJ'), 'cop', ('is', 'VBZ')), (('surprised', 'JJ'), 'xcomp', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'dep', ('storming', 'VBG')), (('storming', 'VBG'), 'nsubj', ('Arabella', 'NNP')), (('Arabella', 'NNP'), 'appos', ('neighbour', 'NN')), (('neighbour', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('neighbour', 'NN'), 'amod', ('old', 'JJ')), (('neighbour', 'NN'), 'amod', ('cat-loving', 'JJ')), (('storming', 'VBG'), 'compound:prt', ('up', 'RP')), (('storming', 'VBG'), 'dobj', ('road', 'NN')), (('road', 'NN'), 'det', ('the', 'DT')), (('road', 'NN'), 'nmod', ('teenagers', 'NNS')), (('teenagers', 'NNS'), 'case', ('towards', 'IN')), (('teenagers', 'NNS'), 'det', ('the', 'DT')), (('teenagers', 'NNS'), 'nummod', ('two', 'CD'))]"
"He tries to hide his wand , but she tells him to keep it out in case more of them show up .","['He', 'she', 'case', 'them']","['He:tries', 'she:tells', 'case:keep', 'them:more']","['wand', 'him', 'it']","['wand:hide', 'him:tells', 'it:keep']",-0.09,"[(('tries', 'VBZ'), 'nsubj', ('He', 'PRP')), (('tries', 'VBZ'), 'xcomp', ('hide', 'VB')), (('hide', 'VB'), 'mark', ('to', 'TO')), (('hide', 'VB'), 'dobj', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('tries', 'VBZ'), 'cc', ('but', 'CC')), (('tries', 'VBZ'), 'conj', ('tells', 'VBZ')), (('tells', 'VBZ'), 'nsubj', ('she', 'PRP')), (('tells', 'VBZ'), 'dobj', ('him', 'PRP')), (('tells', 'VBZ'), 'xcomp', ('keep', 'VB')), (('keep', 'VB'), 'mark', ('to', 'TO')), (('keep', 'VB'), 'dobj', ('it', 'PRP')), (('keep', 'VB'), 'compound:prt', ('out', 'RP')), (('keep', 'VB'), 'nmod', ('case', 'NN')), (('case', 'NN'), 'case', ('in', 'IN')), (('tells', 'VBZ'), 'ccomp', ('show', 'VBP')), (('show', 'VBP'), 'nsubj', ('more', 'JJR')), (('more', 'JJR'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('of', 'IN')), (('show', 'VBP'), 'compound:prt', ('up', 'RP'))]"
"She is furious about Mundungus , who was supposed to be watching Harry and Apparition from the front of  Privet only moments earlier .","['She', 'Mundungus', 'front', 'Privet']","['She:furious', 'Mundungus:furious', 'front:watching', 'Privet:front']","['Harry', 'Apparition']","['Harry:watching', 'Apparition:watching']",-0.5719,"[(('furious', 'JJ'), 'nsubj', ('She', 'PRP')), (('furious', 'JJ'), 'cop', ('is', 'VBZ')), (('furious', 'JJ'), 'nmod', ('Mundungus', 'NNP')), (('Mundungus', 'NNP'), 'case', ('about', 'IN')), (('Mundungus', 'NNP'), 'acl:relcl', ('supposed', 'VBN')), (('supposed', 'VBN'), 'nsubjpass', ('who', 'WP')), (('supposed', 'VBN'), 'auxpass', ('was', 'VBD')), (('supposed', 'VBN'), 'xcomp', ('watching', 'VBG')), (('watching', 'VBG'), 'mark', ('to', 'TO')), (('watching', 'VBG'), 'aux', ('be', 'VB')), (('watching', 'VBG'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Apparition', 'NNP')), (('watching', 'VBG'), 'nmod', ('front', 'NN')), (('front', 'NN'), 'case', ('from', 'IN')), (('front', 'NN'), 'det', ('the', 'DT')), (('front', 'NN'), 'nmod', ('Privet', 'NNP')), (('Privet', 'NNP'), 'case', ('of', 'IN')), (('front', 'NN'), 'advmod', ('earlier', 'RBR')), (('earlier', 'RBR'), 'nmod:npmod', ('moments', 'NNS')), (('moments', 'NNS'), 'advmod', ('only', 'RB'))]"
"While angry over the situation , Arabella explains to a surprised Harry she is actually a Squib .","['situation', 'Arabella', 'Harry', 'she']","['situation:angry', 'Arabella:explains', 'Harry:explains', 'she:Squib']",[],[],-0.34,"[(('explains', 'VBZ'), 'advcl', ('angry', 'JJ')), (('angry', 'JJ'), 'mark', ('While', 'IN')), (('angry', 'JJ'), 'nmod', ('situation', 'NN')), (('situation', 'NN'), 'case', ('over', 'IN')), (('situation', 'NN'), 'det', ('the', 'DT')), (('explains', 'VBZ'), 'nsubj', ('Arabella', 'NNP')), (('explains', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('Harry', 'NNP'), 'det', ('a', 'DT')), (('Harry', 'NNP'), 'compound', ('surprised', 'NNP')), (('Harry', 'NNP'), 'acl:relcl', ('Squib', 'NNP')), (('Squib', 'NNP'), 'nsubj', ('she', 'PRP')), (('Squib', 'NNP'), 'cop', ('is', 'VBZ')), (('Squib', 'NNP'), 'advmod', ('actually', 'RB')), (('Squib', 'NNP'), 'det', ('a', 'DT'))]"
