"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" Harry has returned to Marjorie-Petunia-Vernon-Dudley for the summer holiday in mid- , and things are very bad for Vernon . Over the summer , Marjorie-Petunia-Vernon-Dudley have become so fearful of Harry 's new-found magical abilities that Marjorie-Petunia-Vernon-Dudley have locked away all of Harry 's magical supplies -LRB- e.g. Vernon 's wand , Vernon 's broomstick , spellbooks , etc. -RRB- immediately after Vernon 's arrival home . Marjorie-Petunia-Vernon-Dudley have also banned Harry from saying words such as `` magic '' in the house , as evident in Vernon 's outburst at breakfast .",0.0875,4," 1 2 3",0.214285714285714,0.142857142857143,0.0357142857142857,0.107142857142857,0.142857142857143,0.214285714285714,0.0714285714285714,0.0714285714285714,0.97933,-0.677,0.69267
" This has become a problem for Harry himself , who begins to worry about what his teachers at Hogwarts of Witchcraft and Wizardry will think if he heads back to them without back homework done , and whether or not he 'll be banned from the Gryfindor House Quidditch team since he has not been able to practise .",-2.75,1," 4",0.153846153846154,0.153846153846154,0,0.307692307692308,0,0.307692307692308,0,0.0769230769230769,0.40619,-1.20714,0.69571
" The only thing Marjorie-Petunia-Vernon-Dudley let him keep in his room , however , is his pet snowy owl Hedwig , but have put a padded lock on her cage to keep her inside day and night to avoid suspicion from the neighbours . This does not go well for the bird , because every time she has become bored , her screech has rung throughout the house , causing an irritated Vernon to warn Harry that if he can not control her , she will have to go .",-1.65,2," 5 6",0.0833333333333333,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0.0833333333333333,0.62176,-1.12338,0.47676
" On  July -LRB- Harry 's twelfth birthday -RRB- , Harry has never felt so lonely , for he misses Hogwarts and his best friends there , Ronald and Hermione .",0.55,1," 7",0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0,0.34333,-0.87833,0.34167
" Neither of them have written to him all summer , not even to send birthday wishes .",1.6,1," 8",0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,1.40429,-1.01143,0.77714
" Marjorie-Petunia-Vernon-Dudley seem to have also forgotten Vernon 's birthday , because they are too busy preparing for a dinner party meant for one of Vernon 's clients , Mr , from whom Vernon is hoping to get a huge order .",1.5,1," 9",0,0.2,0,0.2,0.2,0.2,0.2,0,0.82,-1.01824,0.53588
" The only unchangeable thing on the Dursley 's schedule , however , is that Harry has to stay in his room for the night , making no noise and `` pretending he does n't exist '' .",-0.85,1," 10",0.666666666666667,0,0,0,0,0.333333333333333,0,0,0.46375,-1.19625,0.81792
" While Vernon and Dudley are preparing to drive into town to buy dinner jackets , Harry himself goes out into the garden in order to stay out of his Petunia 's way as she is cleaning , singing happy birthday to himself .",3.35,1," 11",0.111111111111111,0.222222222222222,0,0,0.333333333333333,0.111111111111111,0.111111111111111,0.111111111111111,1.37882,-1.07588,1.04176
" He stares into the hedge , and sits bolt upright when he sees a pair of enormous green eyes staring back at him among the leaves . When Dudley comes waddling over and wishes his cousin a happy birthday , mocking him with the lack of celebrations . Harry gets annoyed and scares him away by pretending to think of a spell meant to bur the bush bare out loud , but Petunia comes out when Dudley calls for her and beats her nephew with a soapy frying pan . She then gives Harry some chores to do while Vernon and Dudley are gone , and once Mr is finished , it 's almost a half-hour before Mr are due to arrive .",0.05,4," 12 13 14 15",0.2,0.2,0.05,0,0.15,0.15,0.05,0.2,0.58867,-0.93622,0.73143
" Harry goes up to his room without making a sound during the party as promised , but when he gets there , someone else is on his bed . The thing on his bed , a house elf named Dobby , tells Harry that he must not go back to Hogwarts , as it will be dangerous because terrible things are going to happen there .",-0.375,2," 16 17",0.307692307692308,0.0769230769230769,0.153846153846154,0.230769230769231,0,0.230769230769231,0,0,0.79865,-1.06731,0.46885
" The elf , however , ca n't tell him what things , and continues to be vague because every time he gets close to letting something slip he starts hurting himself .",-2,1," 18",0.25,0.125,0.125,0.25,0,0.125,0.125,0,0.32714,-1.26286,0.22143
" In the process , he makes a lot of noise , which is noticed by the group downstairs .",0,1," 19",NA,NA,NA,NA,NA,NA,NA,NA,0.42167,-1.04583,0.57083
" When he hears Vernon coming upstairs -LRB- claiming that Dudley must have left the TV upstairs on -RRB- , Harry hides the elf in his closet right before Vernon comes in and scolds his nephew for making such a racket which has messed up the punchline of his `` Japanese golfer joke '' .",0.9,1," 20",0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0.52575,-0.95675,0.59325
" He lets Dobby out as soon as his uncle leaves , and insists that he has to go back to Hogwarts since that 's where he has friends despite them not writing to him . But to his surprise , Dobby then reveals that he has stopped letters being sent to Harry , and offers them to him if Harry will stay away from Hogwarts .",0.1,2," 21 22",0.2,0,0,0.2,0.2,0.2,0.2,0,0.83619,-1.2031,0.69262
" Harry refuses and , making a frustrated Dobby run downstairs and use a Hover Charm to smash the dinner party 's pudding . Harry is blamed for the incident once Dobby , and Vernon shoos the shocked Masons into the dining room while Harry cleans up , promising to deprive the boy of an inch of his life .",-0.8,2," 23 24",0.444444444444444,0,0.111111111111111,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0.56341,-0.56409,0.38386
" The evening is almost saved until an owl from the Ministry of Magic is promptly received -LRB- scaring away Mrs , who is mortally afraid of birds -RRB- with a warning saying that Harry has violated the Decree for the Reasonable Restriction of Underage Sorcery , though he is not actually punished -LRB- possibly because it is only his first offence -RRB- . After realising that Harry is n't allowed to do magic outside of Hogwarts grounds , Vernon locks Harry in his room . Vernon reasons that if Harry uses magic to get himself out , he will be expelled anyway .",-0.5,3," 25 26 27",0.238095238095238,0.0952380952380952,0.0476190476190476,0.238095238095238,0.0476190476190476,0.238095238095238,0.0476190476190476,0.0476190476190476,0.58263,-0.86289,0.22421
" Marjorie-Petunia-Vernon-Dudley 's punishment lasts for three days , until Ronald , Fred , and George , worried about not hearing from Harry all summer , borrow their father 's flying Ford Anglia and come to the rescue .",-0.9,1," 28",0.153846153846154,0.0769230769230769,0.0769230769230769,0.230769230769231,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,0.74115,-0.77731,0.61
" They are able to break the metal bars off Harry 's window and help him pick the lock to his door so that he can get his Nimbus  and trunk .",-0.25,1," 29",0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0.58385,-1.36731,0.60692
" Marjorie-Petunia-Vernon-Dudley discover Vernon 's escape attempt , but by the time they can intervene , Fred , George , Ronald and Harry have got everything of Harry 's and have flown away .",-0.25,1," 30",0.166666666666667,0.5,0,0.166666666666667,0,0.166666666666667,0,0,0.8555,-0.9,0.7285
" On the flight to the Burrow , Harry explains Dobby 's warning .",-0.5,1," 31",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0.68333,-1.09333,0.59667
" They all agree that it 's very fishy and speculate that Dobby most likely belongs to the Malfoys who sent Dobby to Harry as a joke since Draco-Lucius-Narcissa are an old wizarding family of great wealth . Fred and George tell Harry that Lucius used to work for Tom but claimed that the Dark Lord bewitched him after Tom lost his powers . Harry is taken to the Burrow , the Weasley ' home , and he finds the house truly amazing .",0.216666666666667,3," 32 33 34",0.25,0,0.0833333333333333,0,0.0833333333333333,0.416666666666667,0,0.166666666666667,0.99321,-0.84143,0.63893
" Since Ronald , Fred and George took the car without permission , they are yelled at by Molly , who was waiting in the kitchen .",0.8,1," 35",NA,NA,NA,NA,NA,NA,NA,NA,0.40625,-1.0625,0.44625
" After their scolding , she makes them breakfast and has the three Weasley boys -LRB- and Harry who volunteered -RRB- de-gnome the garden refusing to use a technique from Gilderoy 's Guide to Household Pests , and do it their own way .",1.15,1," 36",0.375,0,0.125,0.125,0.125,0.125,0,0.125,1.02714,-1.15143,0.82536
" Arthur soon comes home and is honoured to meet Harry after they are introduced to each other .",0.6,1," 37",0.5,0,0,0,0,0.5,0,0,1.12714,-1.29286,1.06286
" Molly , his wife , yells at him for enchanting the car .",0.5,1," 38",0,0.5,0,0,0.5,0,0,0,0.9725,-0.34875,0.4875
" Ginevra , who was enrolling at Hogwarts that year , is very obviously enamoured with Harry and spends most of the chapter hiding from him . Harry stays at the Burrow until his departure for Hogwarts . The Weasley make it clear that they all like Harry .",0.25,3," 39 40 41",0.375,0,0,0.125,0,0.5,0,0,0.91909,-1.39818,0.78273
" For example , Arthur insists that Harry sit next to him during meals where Molly , who constantly deplores the state of his hand me down clothes and how thin he is , insists that he eat extra food .",1.4,1," 42",0.2,0,0,0,0.2,0.2,0,0.4,0.97462,-1.07692,1.11538
" During that period , he and the Weasley travel to Diagon with Floo in order to get their school supplies .",0,1," 43",0,0,0,0,0,0,0,1,0.708,-0.764,1.182
" Harry has difficulty with the smoke around him and says `` Diagon '' unclearly , and thus he accidentally lands in a shop in the ill-reputed Knockturn instead .",-1.35,1," 44",0.3,0,0.1,0.2,0,0.3,0.1,0,0.04667,-0.83833,0.51167
" The shop is Borgin and Burkes , specialising in objects related to Dark magic . There he sees Lucius , father of Draco , Harry 's arch rival from school , selling items imbued with Dark magic to a dark arts salesman , Mr .",-0.475,2," 45 46",0.142857142857143,0,0,0,0,0.428571428571429,0,0.428571428571429,0.76278,-0.83556,0.40722
" Lucius explains that the Ministry has been conducting raids on wizard houses in order to uncover illegal artefacts , so he is selling his more problematic possessions .",-1.6,1," 47",0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.15133,-0.94333,0.48933
" He also expresses his disdain for a rumoured Muggle , which he -LRB- rightly -RRB- assumes Arthur is behind .",-0.25,1," 48",0.5,0,0.5,0,0,0,0,0,-0.0425,-1.0925,0.6225
" Harry leaves the shop to be found by Rubeus and taken back to Diagon to reunite with the Weasley and Hermione , who is also there with her parents .",0.6,1," 49",0.25,0,0,0,0.25,0.25,0,0.25,0.83889,-1.00889,0.53889
