Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
The Prime receives a notice that Cornelius is to meet him .,"['Prime', 'Cornelius']","['Prime:receives', 'Cornelius:is']","['notice', 'him']","['notice:receives', 'him:meet']",0.0,"[(('receives', 'VBZ'), 'nsubj', ('Prime', 'NNP')), (('Prime', 'NNP'), 'det', ('The', 'DT')), (('receives', 'VBZ'), 'dobj', ('notice', 'NN')), (('notice', 'NN'), 'det', ('a', 'DT')), (('receives', 'VBZ'), 'ccomp', ('is', 'VBZ')), (('is', 'VBZ'), 'mark', ('that', 'IN')), (('is', 'VBZ'), 'nsubj', ('Cornelius', 'NNP')), (('is', 'VBZ'), 'xcomp', ('meet', 'VB')), (('meet', 'VB'), 'mark', ('to', 'TO')), (('meet', 'VB'), 'dobj', ('him', 'PRP'))]"
"He then recollects Cornelius 's earlier meetings with him : his first meeting with Fudge soon after he became the Prime , Sirius 's escape from Azkaban , the  , the Triwizard and the  Azkaban mass breakout .","['He', 'him', 'Fudge', 'he', 'Azkaban', 'Triwizard', 'breakout']","['He:recollects', 'him:meetings', 'Fudge:meeting', 'he:became', 'Azkaban:became', 'Triwizard:became', 'breakout:became']",['meetings'],['meetings:recollects'],0.1779,"[(('recollects', 'VBZ'), 'nsubj', ('He', 'PRP')), (('recollects', 'VBZ'), 'advmod', ('then', 'RB')), (('recollects', 'VBZ'), 'dobj', ('meetings', 'NNS')), (('meetings', 'NNS'), 'nmod:poss', ('Cornelius', 'NNP')), (('Cornelius', 'NNP'), 'case', (""'s"", 'POS')), (('meetings', 'NNS'), 'amod', ('earlier', 'JJR')), (('meetings', 'NNS'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('with', 'IN')), (('meetings', 'NNS'), 'dep', ('meeting', 'NN')), (('meeting', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('meeting', 'NN'), 'amod', ('first', 'JJ')), (('meeting', 'NN'), 'nmod', ('Fudge', 'NNP')), (('Fudge', 'NNP'), 'case', ('with', 'IN')), (('recollects', 'VBZ'), 'advcl', ('became', 'VBD')), (('became', 'VBD'), 'advmod', ('soon', 'RB')), (('became', 'VBD'), 'mark', ('after', 'IN')), (('became', 'VBD'), 'nsubj', ('he', 'PRP')), (('became', 'VBD'), 'xcomp', ('Prime', 'NNP')), (('Prime', 'NNP'), 'det', ('the', 'DT')), (('Prime', 'NNP'), 'appos', ('escape', 'NN')), (('escape', 'NN'), 'nmod:poss', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', (""'s"", 'POS')), (('became', 'VBD'), 'nmod', ('Azkaban', 'NNP')), (('Azkaban', 'NNP'), 'case', ('from', 'IN')), (('Azkaban', 'NNP'), 'conj', ('the', 'DT')), (('Azkaban', 'NNP'), 'conj', ('Triwizard', 'NNP')), (('Triwizard', 'NNP'), 'det', ('the', 'DT')), (('Azkaban', 'NNP'), 'cc', ('and', 'CC')), (('Azkaban', 'NNP'), 'conj', ('breakout', 'NN')), (('breakout', 'NN'), 'det', ('the', 'DT')), (('breakout', 'NN'), 'compound', ('Azkaban', 'NNP')), (('breakout', 'NN'), 'compound', ('mass', 'NN'))]"
"When Cornelius finally arrives , he reveals a number of incidents which had occurred in the Muggle world and for which the Prime is forced to owe responsibility : the collapse of the Brockdale Bridge , a supposed hurricane in the West , the deaths of Amelia Bones and Emmeline Vance and the insanity of Junior Minister Herbert Chorley which have all been caused by Tom , his followers the Death Eaters and their Giant allies .","['Cornelius', 'he', 'incidents', 'hurricane', 'deaths', 'insanity', 'followers', 'allies', 'world', 'Bridge', 'West', 'Bones', 'Vance', 'Chorley', 'Tom']","['Cornelius:arrives', 'he:reveals', 'incidents:number', 'hurricane:number', 'deaths:number', 'insanity:number', 'followers:number', 'allies:number', 'world:occurred', 'Bridge:collapse', 'West:hurricane', 'Bones:deaths', 'Vance:deaths', 'Chorley:insanity', 'Tom:caused']","['number', 'Prime', 'responsibility']","['number:reveals', 'Prime:forced', 'responsibility:owe']",-0.926,"[(('reveals', 'VBZ'), 'advcl', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'advmod', ('When', 'WRB')), (('arrives', 'VBZ'), 'nsubj', ('Cornelius', 'NNP')), (('arrives', 'VBZ'), 'advmod', ('finally', 'RB')), (('reveals', 'VBZ'), 'nsubj', ('he', 'PRP')), (('reveals', 'VBZ'), 'dobj', ('number', 'NN')), (('number', 'NN'), 'det', ('a', 'DT')), (('number', 'NN'), 'nmod', ('incidents', 'NNS')), (('incidents', 'NNS'), 'case', ('of', 'IN')), (('incidents', 'NNS'), 'acl:relcl', ('occurred', 'VBN')), (('occurred', 'VBN'), 'nsubj', ('which', 'WDT')), (('occurred', 'VBN'), 'aux', ('had', 'VBD')), (('occurred', 'VBN'), 'nmod', ('world', 'NN')), (('world', 'NN'), 'case', ('in', 'IN')), (('world', 'NN'), 'det', ('the', 'DT')), (('world', 'NN'), 'compound', ('Muggle', 'NNP')), (('world', 'NN'), 'cc', ('and', 'CC')), (('world', 'NN'), 'conj', ('forced', 'VBN')), (('forced', 'VBN'), 'mark', ('for', 'IN')), (('forced', 'VBN'), 'nsubjpass', ('Prime', 'NNP')), (('Prime', 'NNP'), 'det', ('the', 'DT')), (('forced', 'VBN'), 'auxpass', ('is', 'VBZ')), (('forced', 'VBN'), 'xcomp', ('owe', 'VB')), (('owe', 'VB'), 'dobj', ('which', 'WDT')), (('owe', 'VB'), 'mark', ('to', 'TO')), (('owe', 'VB'), 'dobj', ('responsibility', 'NN')), (('incidents', 'NNS'), 'dep', ('collapse', 'NN')), (('collapse', 'NN'), 'det', ('the', 'DT')), (('collapse', 'NN'), 'nmod', ('Bridge', 'NNP')), (('Bridge', 'NNP'), 'case', ('of', 'IN')), (('Bridge', 'NNP'), 'det', ('the', 'DT')), (('Bridge', 'NNP'), 'compound', ('Brockdale', 'NNP')), (('incidents', 'NNS'), 'conj', ('hurricane', 'NN')), (('hurricane', 'NN'), 'det', ('a', 'DT')), (('hurricane', 'NN'), 'amod', ('supposed', 'VBN')), (('hurricane', 'NN'), 'nmod', ('West', 'NNP')), (('West', 'NNP'), 'case', ('in', 'IN')), (('West', 'NNP'), 'det', ('the', 'DT')), (('incidents', 'NNS'), 'conj', ('deaths', 'NNS')), (('deaths', 'NNS'), 'det', ('the', 'DT')), (('deaths', 'NNS'), 'nmod', ('Bones', 'NNP')), (('Bones', 'NNP'), 'case', ('of', 'IN')), (('Bones', 'NNP'), 'compound', ('Amelia', 'NNP')), (('Bones', 'NNP'), 'cc', ('and', 'CC')), (('Bones', 'NNP'), 'conj', ('Vance', 'NNP')), (('Vance', 'NNP'), 'compound', ('Emmeline', 'NNP')), (('incidents', 'NNS'), 'cc', ('and', 'CC')), (('incidents', 'NNS'), 'conj', ('insanity', 'NN')), (('insanity', 'NN'), 'det', ('the', 'DT')), (('insanity', 'NN'), 'nmod', ('Chorley', 'NNP')), (('Chorley', 'NNP'), 'case', ('of', 'IN')), (('Chorley', 'NNP'), 'compound', ('Junior', 'NNP')), (('Chorley', 'NNP'), 'compound', ('Minister', 'NNP')), (('Chorley', 'NNP'), 'compound', ('Herbert', 'NNP')), (('Chorley', 'NNP'), 'acl:relcl', ('caused', 'VBN')), (('caused', 'VBN'), 'nsubjpass', ('which', 'WDT')), (('caused', 'VBN'), 'aux', ('have', 'VBP')), (('caused', 'VBN'), 'advmod', ('all', 'RB')), (('caused', 'VBN'), 'auxpass', ('been', 'VBN')), (('caused', 'VBN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('by', 'IN')), (('incidents', 'NNS'), 'conj', ('followers', 'NNS')), (('followers', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('followers', 'NNS'), 'dep', ('Eaters', 'NNP')), (('Eaters', 'NNP'), 'det', ('the', 'DT')), (('Eaters', 'NNP'), 'compound', ('Death', 'NNP')), (('incidents', 'NNS'), 'cc', ('and', 'CC')), (('incidents', 'NNS'), 'conj', ('allies', 'NNS')), (('allies', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('allies', 'NNS'), 'amod', ('Giant', 'JJ'))]"
"In short , the Second Wizarding War has begun .",['War'],['War:begun'],[],[],-0.5994,"[(('begun', 'VBN'), 'advcl', ('short', 'JJ')), (('short', 'JJ'), 'case', ('In', 'IN')), (('begun', 'VBN'), 'nsubj', ('War', 'NNP')), (('War', 'NNP'), 'det', ('the', 'DT')), (('War', 'NNP'), 'compound', ('Second', 'NNP')), (('War', 'NNP'), 'compound', ('Wizarding', 'NNP')), (('begun', 'VBN'), 'aux', ('has', 'VBZ'))]"
Fudge also reveals that he has been sacked and replaced by Rufus as Minister for Magic .,"['Fudge', 'Minister', 'Magic']","['Fudge:reveals', 'Minister:sacked', 'Magic:Minister']",['he'],['he:sacked'],0.0,"[(('reveals', 'VBZ'), 'nsubj', ('Fudge', 'NNP')), (('reveals', 'VBZ'), 'advmod', ('also', 'RB')), (('reveals', 'VBZ'), 'ccomp', ('sacked', 'VBN')), (('sacked', 'VBN'), 'mark', ('that', 'IN')), (('sacked', 'VBN'), 'nsubjpass', ('he', 'PRP')), (('sacked', 'VBN'), 'aux', ('has', 'VBZ')), (('sacked', 'VBN'), 'auxpass', ('been', 'VBN')), (('sacked', 'VBN'), 'cc', ('and', 'CC')), (('sacked', 'VBN'), 'conj', ('replaced', 'VBN')), (('sacked', 'VBN'), 'nmod', ('Minister', 'NNP')), (('Minister', 'NNP'), 'case', ('by', 'IN')), (('Minister', 'NNP'), 'compound', ('Rufus', 'NNP')), (('Minister', 'NNP'), 'amod', ('as', 'IN')), (('Minister', 'NNP'), 'nmod', ('Magic', 'NNP')), (('Magic', 'NNP'), 'case', ('for', 'IN'))]"
Scrimgeour too meets the Prime and discusses security arrangements with him .,"['Scrimgeour', 'him']","['Scrimgeour:meets', 'him:meets']","['Prime', 'arrangements']","['Prime:meets', 'arrangements:meets']",0.34,"[(('meets', 'VBZ'), 'nsubj', ('Scrimgeour', 'NNP')), (('meets', 'VBZ'), 'advmod', ('too', 'RB')), (('meets', 'VBZ'), 'dobj', ('Prime', 'NNP')), (('Prime', 'NNP'), 'det', ('the', 'DT')), (('Prime', 'NNP'), 'cc', ('and', 'CC')), (('Prime', 'NNP'), 'conj', ('arrangements', 'NNS')), (('arrangements', 'NNS'), 'amod', ('discusses', 'JJ')), (('arrangements', 'NNS'), 'compound', ('security', 'NN')), (('meets', 'VBZ'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('with', 'IN'))]"
He also reveals that Cornelius will be a laison between them .,"['He', 'Cornelius', 'them']","['He:reveals', 'Cornelius:laison', 'them:laison']",[],[],0.0,"[(('reveals', 'VBZ'), 'nsubj', ('He', 'PRP')), (('reveals', 'VBZ'), 'advmod', ('also', 'RB')), (('reveals', 'VBZ'), 'ccomp', ('laison', 'NN')), (('laison', 'NN'), 'mark', ('that', 'IN')), (('laison', 'NN'), 'nsubj', ('Cornelius', 'NNP')), (('laison', 'NN'), 'aux', ('will', 'MD')), (('laison', 'NN'), 'cop', ('be', 'VB')), (('laison', 'NN'), 'det', ('a', 'DT')), (('laison', 'NN'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('between', 'IN'))]"
"Narcissa and her sister Bellatrix visit Severus at Spinner 's End , a poverty-stricken neighbourhood in a northern mill town .","['Narcissa', 'visit', 'End', 'town']","['Narcissa:Severus', 'visit:Severus', 'End:Severus', 'town:neighbourhood']",[],[],0.0,"[(('Severus', 'VBZ'), 'nsubj', ('Narcissa', 'NNP')), (('Narcissa', 'NNP'), 'cc', ('and', 'CC')), (('Narcissa', 'NNP'), 'conj', ('visit', 'NN')), (('visit', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('visit', 'NN'), 'amod', ('sister', 'JJ')), (('visit', 'NN'), 'compound', ('Bellatrix', 'NNP')), (('Severus', 'VBZ'), 'nmod', ('End', 'NN')), (('End', 'NN'), 'case', ('at', 'IN')), (('End', 'NN'), 'nmod:poss', ('Spinner', 'NNP')), (('Spinner', 'NNP'), 'case', (""'s"", 'POS')), (('End', 'NN'), 'appos', ('neighbourhood', 'NN')), (('neighbourhood', 'NN'), 'det', ('a', 'DT')), (('neighbourhood', 'NN'), 'amod', ('poverty-stricken', 'JJ')), (('neighbourhood', 'NN'), 'nmod', ('town', 'NN')), (('town', 'NN'), 'case', ('in', 'IN')), (('town', 'NN'), 'det', ('a', 'DT')), (('town', 'NN'), 'amod', ('northern', 'JJ')), (('town', 'NN'), 'compound', ('mill', 'NN'))]"
"Narcissa wants Severus to help her protect her son Draco , who has been made a Death and has been assigned a mission by Tom himself .","['Narcissa', 'her', 'Tom']","['Narcissa:wants', 'her:protect', 'Tom:assigned']","['Severus', 'Draco', 'Death', 'mission', 'himself']","['Severus:wants', 'Draco:protect', 'Death:made', 'mission:assigned', 'himself:made']",0.1027,"[(('wants', 'VBZ'), 'nsubj', ('Narcissa', 'NNP')), (('wants', 'VBZ'), 'dobj', ('Severus', 'NNP')), (('wants', 'VBZ'), 'xcomp', ('help', 'VB')), (('help', 'VB'), 'mark', ('to', 'TO')), (('help', 'VB'), 'ccomp', ('protect', 'VB')), (('protect', 'VB'), 'nsubj', ('her', 'PRP')), (('protect', 'VB'), 'dobj', ('Draco', 'NNP')), (('Draco', 'NNP'), 'nmod:poss', ('her', 'PRP$')), (('Draco', 'NNP'), 'compound', ('son', 'NN')), (('Draco', 'NNP'), 'acl:relcl', ('made', 'VBN')), (('made', 'VBN'), 'nsubjpass', ('who', 'WP')), (('made', 'VBN'), 'aux', ('has', 'VBZ')), (('made', 'VBN'), 'auxpass', ('been', 'VBN')), (('made', 'VBN'), 'dobj', ('Death', 'NN')), (('Death', 'NN'), 'det', ('a', 'DT')), (('made', 'VBN'), 'cc', ('and', 'CC')), (('made', 'VBN'), 'conj', ('assigned', 'VBN')), (('assigned', 'VBN'), 'aux', ('has', 'VBZ')), (('assigned', 'VBN'), 'auxpass', ('been', 'VBN')), (('assigned', 'VBN'), 'dobj', ('mission', 'NN')), (('mission', 'NN'), 'det', ('a', 'DT')), (('assigned', 'VBN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('by', 'IN')), (('made', 'VBN'), 'dobj', ('himself', 'PRP'))]"
"Bellatrix advises against this , distrusting Severus for not taking part in the Battle of the Department of Mysteries at the Ministry of Magic , and for his many suspicious actions through the years which make her doubt whether Severus is actually on their side .","['Bellatrix', 'Battle', 'Department', 'Ministry', 'Magic', 'years', 'Severus']","['Bellatrix:advises', 'Battle:taking', 'Department:Battle', 'Ministry:taking', 'Magic:Ministry', 'years:actions', 'Severus:side']","['Severus', 'part', 'doubt']","['Severus:distrusting', 'part:taking', 'doubt:make']",-0.8814,"[(('advises', 'VBZ'), 'nsubj', ('Bellatrix', 'NNP')), (('advises', 'VBZ'), 'nmod', ('this', 'DT')), (('this', 'DT'), 'case', ('against', 'IN')), (('this', 'DT'), 'acl', ('distrusting', 'VBG')), (('distrusting', 'VBG'), 'dobj', ('Severus', 'NNS')), (('distrusting', 'VBG'), 'advcl', ('taking', 'VBG')), (('taking', 'VBG'), 'mark', ('for', 'IN')), (('taking', 'VBG'), 'neg', ('not', 'RB')), (('taking', 'VBG'), 'dobj', ('part', 'NN')), (('taking', 'VBG'), 'nmod', ('Battle', 'NN')), (('Battle', 'NN'), 'case', ('in', 'IN')), (('Battle', 'NN'), 'det', ('the', 'DT')), (('Battle', 'NN'), 'nmod', ('Department', 'NNP')), (('Department', 'NNP'), 'case', ('of', 'IN')), (('Department', 'NNP'), 'det', ('the', 'DT')), (('Department', 'NNP'), 'nmod', ('Mysteries', 'NNPS')), (('Mysteries', 'NNPS'), 'case', ('of', 'IN')), (('taking', 'VBG'), 'nmod', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'case', ('at', 'IN')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('Ministry', 'NNP'), 'nmod', ('Magic', 'NNP')), (('Magic', 'NNP'), 'case', ('of', 'IN')), (('this', 'DT'), 'cc', ('and', 'CC')), (('this', 'DT'), 'conj', ('actions', 'NNS')), (('actions', 'NNS'), 'case', ('for', 'IN')), (('actions', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('actions', 'NNS'), 'amod', ('many', 'JJ')), (('actions', 'NNS'), 'amod', ('suspicious', 'JJ')), (('actions', 'NNS'), 'nmod', ('years', 'NNS')), (('years', 'NNS'), 'case', ('through', 'IN')), (('years', 'NNS'), 'det', ('the', 'DT')), (('years', 'NNS'), 'acl:relcl', ('make', 'VBP')), (('make', 'VBP'), 'nsubj', ('which', 'WDT')), (('make', 'VBP'), 'dobj', ('doubt', 'NN')), (('doubt', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('make', 'VBP'), 'ccomp', ('side', 'NN')), (('side', 'NN'), 'mark', ('whether', 'IN')), (('side', 'NN'), 'nsubj', ('Severus', 'NNP')), (('side', 'NN'), 'cop', ('is', 'VBZ')), (('side', 'NN'), 'advmod', ('actually', 'RB')), (('side', 'NN'), 'case', ('on', 'IN')), (('side', 'NN'), 'nmod:poss', ('their', 'PRP$'))]"
